1,10200690,(Crew)Nasi + 2 Chiken Skin + Topping Manis + 1 Cup Es Teh,MAKAN KARYAWAN,2
2,10200590,(Crew)Nasi + Tahu Crispy + Terong + Topping Matah + 1 Cup Es Teh,MAKAN KARYAWAN,0
3,10200490,(Crew)Nasi + Telur + Tempe Crispy + Topping Goang + 1 Cup Es Teh,MAKAN KARYAWAN,0
4,10711093,(Driver)Paket Ayam Crispy + Lalab + Es Teh Online,GO FOOD,0
5,10711094,(Driver)Paket Crispy Es Teh Manis + Lalab,GRABFOOD,0
6,10711090,(Makan Driver) Paket Ayam Crispy + Nasi + Es Teh Manis,DINE IN,0
7,10201590,(Paket 1 Karyawan T.Manis) Nasi+2 Chiken Skin+Es Teh Manis,MAKAN KARYAWAN,2
8,10201290,(Paket 1 Karyawan T.Matah) Nasi+2 Chiken Skin+Es Teh Manis,MAKAN KARYAWAN,2
9,10202590,(Paket 2 Karyawan T.Manis) Nasi+Tempe+Tahu+Es Teh Manis,MAKAN KARYAWAN,0
10,10202290,(Paket 2 Karyawan T.Matah) Nasi+Tempe+Tahu+Es Teh Manis,MAKAN KARYAWAN,0
11,10203590,(Paket 3 Karyawan T.Manis) Nasi+3 Terong+Tempe+Es Teh Manis,MAKAN KARYAWAN,0
12,10203290,(Paket 3 Karyawan T.Matah) Nasi+3 Terong+Tempe+Es Teh Manis,MAKAN KARYAWAN,0
13,10911290,2 Ayam Crisbar + 2 Nasi + 2 Es Teh + Tote Bag,DINE IN,0
14,10911292,2 Ayam Crisbar + 2 Nasi + 2 Es Teh + Tote Bag,SURPLUS,0
15,10911293,2 Ayam Crisbar + 2 Nasi + 2 Es Teh + Tote Bag,GO FOOD,0
16,10911294,2 Ayam Crisbar + 2 Nasi + 2 Es Teh + Tote Bag,GRABFOOD,0
17,10911390,2 Ayam Crisbar + 2 Nasi + 2 Es Teh + Tumbler,DINE IN,0
18,10911392,2 Ayam Crisbar + 2 Nasi + 2 Es Teh + Tumbler,TAKE AWAY,0
19,10911393,2 Ayam Crisbar + 2 Nasi + 2 Es Teh + Tumbler,GO FOOD,0
20,10911394,2 Ayam Crisbar + 2 Nasi + 2 Es Teh + Tumbler,GRABFOOD,0
21,10911260,2 Ayam Crisbar + 2 Nasi + 2 Lemon + Tote Bag,DINE IN,0
22,10911262,2 Ayam Crisbar + 2 Nasi + 2 Lemon + Tote Bag,TAKE AWAY,0
23,10911263,2 Ayam Crisbar + 2 Nasi + 2 Lemon + Tote Bag,GO FOOD,0
24,10911264,2 Ayam Crisbar + 2 Nasi + 2 Lemon + Tote Bag,GRABFOOD,0
25,10911360,2 Ayam Crisbar + 2 Nasi + 2 Lemon + Tumbler,DINE IN,0
26,10911362,2 Ayam Crisbar + 2 Nasi + 2 Lemon + Tumbler,TAKE AWAY,0
27,10911363,2 Ayam Crisbar + 2 Nasi + 2 Lemon + Tumbler,GO FOOD,0
28,10911364,2 Ayam Crisbar + 2 Nasi + 2 Lemon + Tumbler,GRABFOOD,0
29,10911270,2 Ayam Crisbar + 2 Nasi + 2 Milo + Tote Bag,DINE IN,0
30,10911272,2 Ayam Crisbar + 2 Nasi + 2 Milo + Tote Bag,TAKE AWAY,0
31,10911273,2 Ayam Crisbar + 2 Nasi + 2 Milo + Tote Bag,GO FOOD,0
32,10911274,2 Ayam Crisbar + 2 Nasi + 2 Milo + Tote Bag,GRABFOOD,0
33,10911370,2 Ayam Crisbar + 2 Nasi + 2 Milo + Tumbler,DINE IN,0
34,10911372,2 Ayam Crisbar + 2 Nasi + 2 Milo + Tumbler,TAKE AWAY,0
35,10911373,2 Ayam Crisbar + 2 Nasi + 2 Milo + Tumbler,GO FOOD,0
36,10911374,2 Ayam Crisbar + 2 Nasi + 2 Milo + Tumbler,GRABFOOD,0
37,10911280,2 Ayam Crisbar + 2 Nasi + 2 Orange + Tote Bag,DINE IN,0
38,10911282,2 Ayam Crisbar + 2 Nasi + 2 Orange + Tote Bag,TAKE AWAY,0
39,10911283,2 Ayam Crisbar + 2 Nasi + 2 Orange + Tote Bag,GO FOOD,0
40,10911284,2 Ayam Crisbar + 2 Nasi + 2 Orange + Tote Bag,GRABFOOD,0
41,10911380,2 Ayam Crisbar + 2 Nasi + 2 Orange + Tumbler,DINE IN,0
42,10911382,2 Ayam Crisbar + 2 Nasi + 2 Orange + Tumbler,TAKE AWAY,0
43,10911383,2 Ayam Crisbar + 2 Nasi + 2 Orange + Tumbler,GO FOOD,0
44,10911384,2 Ayam Crisbar + 2 Nasi + 2 Orange + Tumbler,GRABFOOD,0
45,10310203,2 Ayam Crisbar + 3 Ayam Sambal Mix,GO FOOD,0
46,10310204,2 Ayam Crisbar + 3 Ayam Sambal Mix,GRABFOOD,0
47,10310202,2 Ayam Crisbar + 3 Ayam Sambal Mix,TAKE AWAY,0
48,10311094,3 Ayam Crisbar + 3 Nasi + 3 Es Teh,GRABFOOD,0
49,10311190,3 Ayam Crisbar + 3 Nasi + 3 Es Teh,DINE IN,0
50,10311193,3 Ayam Crisbar + 3 Nasi + 3 Es Teh,GO FOOD,0
51,10311192,3 Ayam Crisbar + 3 Nasi + 3 Es Teh Take Away,TAKE AWAY,0
52,10311164,3 Ayam Crisbar + 3 Nasi + 3 LemonTea/Lemonade,GRABFOOD,0
53,10311163,3 Ayam Crisbar + 3 Nasi + 3 LemonTea/Lemonade,GO FOOD,0
54,10311173,3 Ayam Crisbar + 3 Nasi + 3 Milo,GO FOOD,0
55,10311174,3 Ayam Crisbar + 3 Nasi + 3 Milo,GRABFOOD,0
56,10311184,3 Ayam Crisbar + 3 Nasi + 3 Orange,GRABFOOD,0
57,10311183,3 Ayam Crisbar + 3 Nasi + 3 Orange,GO FOOD,0
58,10312094,3 Ayam Crisbee Gravy + 3 Nasi + 3 Es Teh,GRABFOOD,0
59,10311093,3 Ayam Crispy + 3 Nasi + 3 Es Teh,GO FOOD,0
60,10211894,3 Ayam Crispy + 3 Nasi + 3 Es Teh,GRABFOOD,0
61,10311063,3 Ayam Crispy + 3 Nasi + 3 LemonTea/Lemonade,GO FOOD,0
62,10311064,3 Ayam Crispy + 3 Nasi + 3 LemonTea/Lemonade,GRABFOOD,0
63,10311073,3 Ayam Crispy + 3 Nasi + 3 Milo,GO FOOD,0
64,10311074,3 Ayam Crispy + 3 Nasi + 3 Milo,GRABFOOD,0
65,10311084,3 Ayam Crispy + 3 Nasi + 3 Orange,GRABFOOD,0
66,10311083,3 Ayam Crispy + 3 Nasi + 3 Orange,GO FOOD,0
67,10311090,3 Ayam Crispy+ 3 Nasi + 3 Es Teh,DINE IN,0
68,10311092,3 Ayam Crispy+ 3 Nasi + 3 Es Teh Take Away,TAKE AWAY,0
69,70000100,3 Kol Crispy,DINE IN,0
70,70000104,3 Kol Crispy Online,GRABFOOD,0
71,70000103,3 Kol Crispy Online,GO FOOD,0
72,70000102,3 Kol Crispy Take Away,TAKE AWAY,0
73,10310103,4 Ayam Crisbar Original/Geprek Ala Carte,GO FOOD,0
74,10310104,4 Ayam Crisbar Original/Geprek Ala Carte,GRABFOOD,0
75,10310102,4 Ayam Crisbar Original/Geprek Ala Carte,TAKE AWAY,0
76,10310100,4 Ayam Crisbar Original/Geprek Ala Carte,DINE IN,0
77,10310000,4 Ayam Crispy Original/Geprek Ala Carte,DINE IN,0
78,10310003,4 Ayam Crispy Original/Geprek Ala Carte,GO FOOD,0
79,10310004,4 Ayam Crispy Original/Geprek Ala Carte,GRABFOOD,0
80,10310002,4 Ayam Crispy Original/Geprek Ala Carte,TAKE AWAY,0
81,10911400,4 Ayam Crispy Original/Geprek Ala Carte + Tote bag,DINE IN,0
82,10911402,4 Ayam Crispy Original/Geprek Ala Carte + Tote bag,TAKE AWAY,0
83,10911403,4 Ayam Crispy Original/Geprek Ala Carte + Tote bag,GO FOOD,0
84,10911404,4 Ayam Crispy Original/Geprek Ala Carte + Tote bag,GRABFOOD,0
85,10911500,4 Ayam Crispy Original/Geprek Ala Carte + Tumbler,DINE IN,0
86,10911502,4 Ayam Crispy Original/Geprek Ala Carte + Tumbler,TAKE AWAY,0
87,10911503,4 Ayam Crispy Original/Geprek Ala Carte + Tumbler,GO FOOD,0
88,10911504,4 Ayam Crispy Original/Geprek Ala Carte + Tumbler,GRABFOOD,0
89,10011100,Ayam Crisbar,DINE IN,0
90,10910700,Ayam Crisbar Matah,DINE IN,0
91,10910702,Ayam Crisbar Matah Takeaway,TAKE AWAY,0
92,10011103,Ayam Crisbar Online,GO FOOD,0
93,10011104,Ayam Crisbar Online,GRABFOOD,0
94,10011102,Ayam Crisbar Take Away,TAKE AWAY,0
95,10012004,Ayam Crisbee Gravy,GRABFOOD,0
96,10012003,Ayam Crisbee Gravy,GO FOOD,0
97,10012000,Ayam Crisbee Gravy,DINE IN,0
98,10012002,Ayam Crisbee Gravy,TAKE AWAY,0
99,10010000,Ayam Crispy,DINE IN,0
100,10011000,Ayam Crispy Geprek,DINE IN,0
101,10011004,Ayam Crispy Geprek Online,GRABFOOD,0
102,10011003,Ayam Crispy Geprek Online,GO FOOD,0
103,10011002,Ayam Crispy Geprek Take Away,TAKE AWAY,0
104,10010003,Ayam Crispy Online,GO FOOD,0
105,10010004,Ayam Crispy Online,GRABFOOD,0
106,10010002,Ayam Crispy Take Away,TAKE AWAY,0
107,10011700,Ayam Goang,DINE IN,0
108,10011704,Ayam Goang Online,GRABFOOD,0
109,10011703,Ayam Goang Online,GO FOOD,0
110,10011702,Ayam Goang Take Away,TAKE AWAY,0
111,10011500,Ayam Keju,DINE IN,0
112,10011503,Ayam Keju Online,GO FOOD,0
113,10011504,Ayam Keju Online,GRABFOOD,0
114,10011502,Ayam Keju Take Away,TAKE AWAY,0
115,10011300,Ayam Mamah,DINE IN,0
116,10011304,Ayam Mamah Online,GRABFOOD,0
117,10011303,Ayam Mamah Online,GO FOOD,0
118,10011302,Ayam Mamah Take Away,TAKE AWAY,0
119,10011600,Ayam Manis,DINE IN,0
120,10011604,Ayam Manis Online,GRABFOOD,0
121,10011603,Ayam Manis Online,GO FOOD,0
122,10011602,Ayam Manis Take Away,TAKE AWAY,0
123,10011200,Ayam Matah,DINE IN,0
124,10011204,Ayam Matah Online,GRABFOOD,0
125,10011203,Ayam Matah Online,GO FOOD,0
126,10011202,Ayam Matah Take Away,TAKE AWAY,0
127,1001212,Ayam Saos BBQ Cheese Take Away,TAKE AWAY,0
128,10012102,Ayam Saos BBQ Cheese Take Away,TAKE AWAY,0
129,10012202,Ayam Saos Gravy Take Away,TAKE AWAY,0
130,1001222,Ayam Saos Gravy Take Away,TAKE AWAY,0
131,10011400,Ayam Tomat,DINE IN,0
132,10011404,Ayam Tomat Online,GRABFOOD,0
133,10011403,Ayam Tomat Online,GO FOOD,0
134,10011402,Ayam Tomat Take Away,TAKE AWAY,0
135,10911590,Bantai Bersama,DINE IN,2
136,10910294,Bantai Spesial Juara Es Teh,GRABFOOD,2
137,10910264,Bantai Spesial Juara Lemon,GRABFOOD,2
138,10910274,Bantai Spesial Juara Milo,GRABFOOD,2
139,10910284,Bantai Spesial Juara Orange,GRABFOOD,2
140,10912890,Buy 1 Crisbee Es Teh Free 1 Crisbar Es Teh,DINE IN,0
141,10912893,Buy 1 Crisbee Es Teh Free 1 Crisbar Es Teh Online,GO FOOD,0
142,10912894,Buy 1 Crisbee Es Teh Free 1 Crisbar Es Teh Online,GRABFOOD,0
143,10912892,Buy 1 Crisbee Es Teh Free 1 Crisbar Es Teh Takeaway,TAKE AWAY,0
144,10912864,Buy 1 Crisbee Lemon Free 1 Crisbar Es Teh Online,GRABFOOD,0
145,10912863,Buy 1 Crisbee Lemon Free 1 Crisbar Es Teh Online,GO FOOD,0
146,10912874,Buy 1 Crisbee Milo Free 1 Crisbar Es Teh Online,GRABFOOD,0
147,10912873,Buy 1 Crisbee Milo Free 1 Crisbar Es Teh Online,GO FOOD,0
148,10912884,Buy 1 Crisbee Orange Free 1 Crisbar Es Teh Online,GRABFOOD,0
149,10912883,Buy 1 Crisbee Orange Free 1 Crisbar Es Teh Online,GO FOOD,0
150,10910590,Cheese Berdua,DINE IN,0
151,70000050,Chiken Skin,DINE IN
152,70000053,Chiken Skin Crispy Online,GO FOOD,2
153,70000054,Chiken Skin Crispy Online,GRABFOOD,2
154,70000052,Chiken Skin Crispy Take Away,TAKE AWAY,2
155,30010000,Chiken Skin Member,MEMBER,2
156,10611490,Crisbar + Es Teh + 1 Porsi Kol Crispy,DINE IN,0
157,10611493,Crisbar + Es Teh + 1 Porsi Kol Crispy,GO FOOD,0
158,10611494,Crisbar + Es Teh + 1 Porsi Kol Crispy,GRABFOOD,0
159,10611492,Crisbar + Es Teh + 1 Porsi Kol Crispy Take Away,TAKE AWAY,0
160,10311494,Crisbar + Es Teh + 2 Kulit + Gratis Pudding,GRABFOOD,2
161,10611194,Crisbar + Es Teh + Gratis 2 Kulit,GRABFOOD,2
162,10611193,Crisbar + Es Teh + Gratis 2 Kulit,GO FOOD,2
163,10611190,Crisbar + Es Teh + Gratis 2 Kulit,DINE IN,2
164,10611192,Crisbar + Es Teh + Gratis 2 Kulit Take Away,TAKE AWAY,2
165,10611294,Crisbar + Es Teh + Gratis Tahu dan Tempe,GRABFOOD,0
166,10611290,Crisbar + Es Teh + Gratis Tahu dan Tempe,DINE IN,0
167,10611292,Crisbar + Es Teh + Gratis Tahu dan Tempe Take Away,TAKE AWAY,0
168,10611293,Crisbar + Es Teh + Gratis Tahu Tempe,GO FOOD,0
169,10311594,Crisbar + Es Teh + Tahu dan Tempe + Gratis Pudding,GRABFOOD,0
170,10611264,Crisbar + Lemontea/Lemonade + Gratis Tahu dan Tempe,GRABFOOD,0
171,10611263,Crisbar + Lemontea/Lemonade + Gratis Tahu dan Tempe,GO FOOD,0
172,10611260,Crisbar + Lemontea/Lemonade + Gratis Tahu dan Tempe,DINE IN,0
173,10611262,Crisbar + Lemontea/Lemonade + Gratis Tahu dan Tempe Take Away,TAKE AWAY,0
174,10311564,Crisbar + Lemontea/Lemonade + Tahu dan Tempe + Gratis Pudding,GRABFOOD,0
175,10611460,Crisbar + LemoTea/Lemonade + 1 Porsi Kol Crispy,DINE IN,0
176,10611463,Crisbar + LemoTea/Lemonade + 1 Porsi Kol Crispy,GO FOOD,0
177,10611464,Crisbar + LemoTea/Lemonade + 1 Porsi Kol Crispy,GRABFOOD,0
178,10611462,Crisbar + LemoTea/Lemonade + 1 Porsi Kol Crispy Take Away,TAKE AWAY,0
179,10311464,Crisbar + LemoTea/Lemonade + 2 Kulit + Gratis Pudding,GRABFOOD,2
180,10611163,Crisbar + LemoTea/Lemonade + Gratis 2 Kulit,GO FOOD,2
181,10611160,Crisbar + LemoTea/Lemonade + Gratis 2 Kulit,DINE IN,2
182,10611164,Crisbar + LemoTea/Lemonade + Gratis 2 Kulit,GRABFOOD,2
183,10611162,Crisbar + LemoTea/Lemonade + Gratis 2 Kulit Take Away,TAKE AWAY,2
184,10611470,Crisbar + Milo + 1 Porsi Kol Crispy,DINE IN,0
185,10611473,Crisbar + Milo + 1 Porsi Kol Crispy,GO FOOD,0
186,10611474,Crisbar + Milo + 1 Porsi Kol Crispy,GRABFOOD,0
187,10611472,Crisbar + Milo + 1 Porsi Kol Crispy Take Away,TAKE AWAY,0
188,10311474,Crisbar + Milo + 2 Kulit + Gratis Pudding,GRABFOOD,2
189,10611174,Crisbar + Milo + Gratis 2 Kulit,GRABFOOD,2
190,10611170,Crisbar + Milo + Gratis 2 Kulit,DINE IN,2
191,10611173,Crisbar + Milo + Gratis 2 Kulit,GO FOOD,2
192,10611172,Crisbar + Milo + Gratis 2 Kulit Take Away,TAKE AWAY,2
193,10611270,Crisbar + Milo + Gratis Tahu dan Tempe,DINE IN,0
194,10611274,Crisbar + Milo + Gratis Tahu dan Tempe,GRABFOOD,0
195,10611272,Crisbar + Milo + Gratis Tahu dan Tempe Take Away,TAKE AWAY,0
196,10611273,Crisbar + Milo + Gratis Tahu Tempe,GO FOOD,0
197,10311574,Crisbar + Milo + Tahu dan Tempe + Gratis Pudding,GRABFOOD,0
198,10911090,Crisbar + Nasi + Es Teh + 2 Chiken Skin + Tote Bag,DINE IN,2
199,10911092,Crisbar + Nasi + Es Teh + 2 Chiken Skin + Tote Bag,TAKE AWAY,2
200,10911093,Crisbar + Nasi + Es Teh + 2 Chiken Skin + Tote Bag,GO FOOD,2
201,10911094,Crisbar + Nasi + Es Teh + 2 Chiken Skin + Tote Bag,GRABFOOD,2
202,10911190,Crisbar + Nasi + Es Teh + 2 Chiken Skin + Tumbler,DINE IN,2
203,10911192,Crisbar + Nasi + Es Teh + 2 Chiken Skin + Tumbler,TAKE AWAY,2
204,10911193,Crisbar + Nasi + Es Teh + 2 Chiken Skin + Tumbler,GO FOOD,2
205,10911194,Crisbar + Nasi + Es Teh + 2 Chiken Skin + Tumbler,GRABFOOD,2
206,10911060,Crisbar + Nasi + Lemon + 2 Chiken Skin + Tote Bag,DINE IN,2
207,10911062,Crisbar + Nasi + Lemon + 2 Chiken Skin + Tote Bag,TAKE AWAY,2
208,10911063,Crisbar + Nasi + Lemon + 2 Chiken Skin + Tote Bag,GO FOOD,2
209,10911064,Crisbar + Nasi + Lemon + 2 Chiken Skin + Tote Bag,GRABFOOD,2
210,10911160,Crisbar + Nasi + Lemon + 2 Chiken Skin + Tumbler,DINE IN,2
211,10911162,Crisbar + Nasi + Lemon + 2 Chiken Skin + Tumbler,TAKE AWAY,2
212,10911163,Crisbar + Nasi + Lemon + 2 Chiken Skin + Tumbler,GO FOOD,2
213,10911164,Crisbar + Nasi + Lemon + 2 Chiken Skin + Tumbler,GRABFOOD,2
214,10911070,Crisbar + Nasi + Milo + 2 Chiken Skin + Tote Bag,DINE IN,2
215,10911072,Crisbar + Nasi + Milo + 2 Chiken Skin + Tote Bag,TAKE AWAY,2
216,10911073,Crisbar + Nasi + Milo + 2 Chiken Skin + Tote Bag,GO FOOD,2
217,10911074,Crisbar + Nasi + Milo + 2 Chiken Skin + Tote Bag,GRABFOOD,2
218,10911170,Crisbar + Nasi + Milo + 2 Chiken Skin + Tumbler,DINE IN,2
219,10911172,Crisbar + Nasi + Milo + 2 Chiken Skin + Tumbler,TAKE AWAY,2
220,10911173,Crisbar + Nasi + Milo + 2 Chiken Skin + Tumbler,GO FOOD,2
221,10911174,Crisbar + Nasi + Milo + 2 Chiken Skin + Tumbler,GRABFOOD,2
222,10911080,Crisbar + Nasi + Orange + 2 Chiken Skin + Tote Bag,DINE IN,2
223,10911082,Crisbar + Nasi + Orange + 2 Chiken Skin + Tote Bag,TAKE AWAY,2
224,10911083,Crisbar + Nasi + Orange + 2 Chiken Skin + Tote Bag,GO FOOD,2
